Kat's data
vertex 1,vertex 2,vertex 3,vertex 4,vertex 5,
0.443540,0.443692,0.444752,0.631209,0.580545,
0.443540,0.443692,0.444752,0.631209,0.580545,
0.443303,0.444620,0.453599,0.550409,0.598405,
0.443303,0.444620,0.453599,0.550409,0.598405,
0.444045,0.444643,0.455354,0.549786,0.581756,
0.444045,0.444643,0.455354,0.549786,0.581756,
0.443384,0.442032,0.448975,0.568221,0.598120,
0.443384,0.442032,0.448975,0.568221,0.598120,
0.443464,0.443126,0.449016,0.548865,0.576259,
0.443464,0.443126,0.449016,0.548865,0.576259,
0.444339,0.444978,0.449693,0.548751,0.596977,
0.444339,0.444978,0.449693,0.548751,0.596977,
0.444493,0.446354,0.450335,0.548326,0.579519,
0.444493,0.446354,0.450335,0.548326,0.579519,
0.444717,0.446959,0.449319,0.548131,0.596018,
0.444717,0.446959,0.449319,0.548131,0.596018,
0.442989,0.446323,0.462978,0.548284,0.603190,
0.442989,0.446323,0.462978,0.548284,0.603190,
0.441580,0.444900,0.494780,0.548560,0.597205,
0.441580,0.444900,0.494780,0.548560,0.597205,
0.440336,0.441084,0.489620,0.574172,0.596942,
0.440336,0.441084,0.489620,0.574172,0.596942,
0.440111,0.440301,0.488555,0.599638,0.582454,
0.440111,0.440301,0.488555,0.599638,0.582454,
0.441666,0.443163,0.488836,0.599560,0.596618,
0.441666,0.443163,0.488836,0.599560,0.596618,
0.442260,0.443657,0.450926,0.553684,0.579110,
0.442260,0.443657,0.450926,0.553684,0.579110,
0.442527,0.444809,0.485733,0.599013,0.579317,
0.442527,0.444809,0.485733,0.599013,0.579317,
0.445561,0.445157,0.492867,0.599383,0.578955,
0.445561,0.445157,0.492867,0.599383,0.578955,
0.447004,0.445645,0.483810,0.552259,0.575795,
0.447004,0.445645,0.483810,0.552259,0.575795,
0.447864,0.446596,0.483359,0.551935,0.575939,
0.447864,0.446596,0.483359,0.551935,0.575939,
0.447444,0.446083,0.490128,0.550713,0.596114,
0.447444,0.446083,0.490128,0.550713,0.596114,
0.448238,0.446458,0.487043,0.549700,0.596058,
0.448238,0.446458,0.487043,0.549700,0.596058,
0.448276,0.449816,0.496934,0.553524,0.596575,
0.448276,0.449816,0.496934,0.553524,0.596575,
0.447878,0.450324,0.493096,0.551589,0.582490,
0.447878,0.450324,0.493096,0.551589,0.582490,
0.447802,0.448900,0.493676,0.553501,0.580878,
0.447802,0.448900,0.493676,0.553501,0.580878,
0.446177,0.467360,0.491592,0.552134,0.581093,
0.446177,0.467360,0.491592,0.552134,0.581093,
0.446277,0.487353,0.481230,0.551499,0.598760,
0.446277,0.487353,0.481230,0.551499,0.598760,
0.446411,0.488903,0.450080,0.553704,0.593801,
0.446411,0.488903,0.450080,0.553704,0.593801,
0.447722,0.477340,0.507365,0.552732,0.598221,
0.447722,0.477340,0.507365,0.552732,0.598221,
0.448407,0.477029,0.515190,0.550264,0.586311,
0.448407,0.477029,0.515190,0.550264,0.586311,
0.448438,0.477929,0.519231,0.549335,0.591226,
0.448438,0.477929,0.519231,0.549335,0.591226,
0.448129,0.474746,0.528563,0.549989,0.578710,
0.448129,0.474746,0.528563,0.549989,0.578710,
0.446697,0.469808,0.525508,0.551173,0.579656,
0.446697,0.469808,0.525508,0.551173,0.579656,
0.446842,0.471393,0.528296,0.551694,0.599495,
0.446842,0.471393,0.528296,0.551694,0.599495,
0.445673,0.473387,0.515829,0.550516,0.599482,
0.445673,0.473387,0.515829,0.550516,0.599482,
0.445634,0.473996,0.513359,0.553444,0.589527,
0.445634,0.473996,0.513359,0.553444,0.589527,
0.445473,0.473653,0.520729,0.552293,0.589666,
0.445473,0.473653,0.520729,0.552293,0.589666,
0.443337,0.471713,0.524250,0.550509,0.598438,
0.443337,0.471713,0.524250,0.550509,0.598438,
0.443977,0.471156,0.517662,0.551166,0.590345,
0.443977,0.471156,0.517662,0.551166,0.590345,
0.444498,0.522071,0.549672,0.550817,0.589845,
0.444498,0.522071,0.549672,0.550817,0.589845,
0.444495,0.521678,0.548782,0.550461,0.590514,
0.444495,0.521678,0.548782,0.550461,0.590514,
0.444862,0.521488,0.552518,0.549888,0.591172,
0.444862,0.521488,0.552518,0.549888,0.591172,
0.445570,0.485900,0.542760,0.549407,0.591143,
0.445570,0.485900,0.542760,0.549407,0.591143,
0.444031,0.479234,0.545214,0.550064,0.591091,
0.444031,0.479234,0.545214,0.550064,0.591091,
0.443745,0.477843,0.548569,0.549453,0.590735,
0.443745,0.477843,0.548569,0.549453,0.590735,
0.442951,0.459223,0.545067,0.548247,0.591464,
0.442951,0.459223,0.545067,0.548247,0.591464,
0.442439,0.478075,0.544285,0.548238,0.598936,
0.442439,0.478075,0.544285,0.548238,0.598936,
0.442366,0.470333,0.494901,0.548524,0.590525,
0.442366,0.470333,0.494901,0.548524,0.590525,
0.442779,0.469002,0.505588,0.548257,0.590938,
0.442779,0.469002,0.505588,0.548257,0.590938,
0.444675,0.457867,0.504810,0.549887,0.600681,
0.444675,0.457867,0.504810,0.549887,0.600681,
0.445914,0.458438,0.503549,0.549729,0.600187,
0.445914,0.458438,0.503549,0.549729,0.600187,
0.445847,0.457897,0.504481,0.548844,0.599780,
0.445847,0.457897,0.504481,0.548844,0.599780,
0.445517,0.477978,0.477505,0.548883,0.599265,
0.445517,0.477978,0.477505,0.548883,0.599265,
0.445769,0.476005,0.486475,0.549041,0.590604,
0.445769,0.476005,0.486475,0.549041,0.590604,
0.444925,0.474543,0.467434,0.548448,0.591395,
0.444925,0.474543,0.467434,0.548448,0.591395,
0.442775,0.478093,0.469153,0.547942,0.591216,
0.442775,0.478093,0.469153,0.547942,0.591216,
0.442574,0.472075,0.469564,0.552030,0.590700,
0.442574,0.472075,0.469564,0.552030,0.590700,
0.443895,0.476623,0.483137,0.548483,0.600002,
0.443895,0.476623,0.483137,0.548483,0.600002,
0.444077,0.479746,0.486131,0.547992,0.599129,
0.444077,0.479746,0.486131,0.547992,0.599129,
0.444481,0.482903,0.480168,0.548018,0.592584,
0.444481,0.482903,0.480168,0.548018,0.592584,
0.445318,0.486327,0.477964,0.564758,0.591269,
0.445318,0.486327,0.477964,0.564758,0.591269,
0.444529,0.485950,0.482416,0.550783,0.590542,
0.444529,0.485950,0.482416,0.550783,0.590542,
0.444191,0.484406,0.481838,0.549509,0.598479,
0.444191,0.484406,0.481838,0.549509,0.598479,
0.443831,0.484354,0.484102,0.548934,0.590354,
0.443831,0.484354,0.484102,0.548934,0.590354,
0.443332,0.483336,0.475311,0.550095,0.590220,
0.443332,0.483336,0.475311,0.550095,0.590220,
0.443797,0.474491,0.494639,0.550322,0.590380,
0.443797,0.474491,0.494639,0.550322,0.590380,
0.443572,0.478501,0.508839,0.551456,0.598732,
0.443572,0.478501,0.508839,0.551456,0.598732,
0.443370,0.491334,0.497857,0.550541,0.590222,
0.443370,0.491334,0.497857,0.550541,0.590222,
0.443132,0.490760,0.510360,0.550179,0.589279,
